ID,Brand,Model,Price_INR,Launch_Year,OS,Processor,GPU,RAM_GB,Storage_GB,Expandable_Storage,Display_Size_Inches,Display_Type,Resolution,Refresh_Rate_Hz,Battery_mAh,Fast_Charging_Watts,Wireless_Charging,Primary_Camera_MP,UltraWide_Camera_MP,Telephoto_Camera_MP,Front_Camera_MP,Video_Recording,5G_Support,Dual_SIM,Bluetooth_Version,WiFi_Version,NFC,Fingerprint_Type,Build_Type,Weight_grams,IP_Rating
292,Oppo,Oppo Pro 292,15000,2024,iOS 16,Snapdragon 8 Gen 2,Adreno 730,12,128,No,6.4,OLED,1080x2400,120,5000,120,Yes,64,12,8,32,1080p@60fps,Yes,Yes,5.2,WiFi 5,Yes,Side-mounted,Glass Front/Back,196,IP52
293,OnePlus,OnePlus Pro 293,41948,2025,iOS 16,Exynos 2200,Mali-G710,4,512,No,6.7,Super AMOLED,1080x2400,120,4000,18,Yes,108,8,8,32,4K@30fps,No,Yes,5,WiFi 5,No,In-display,Metal Frame Glass Back,234,IP67
294,Vivo,Vivo Pro 294,144982,2020,Android 13,Dimensity 920,Apple GPU,16,256,Yes,6.4,LTPO AMOLED,1440x3200,120,4000,65,No,48,16,32,50,4K@60fps,No,Yes,5.1,WiFi 6E,No,Rear-mounted,Metal Frame Glass Back,179,IP53
295,Xiaomi,Xiaomi Pro 295,104913,2020,Android 14,Exynos 2200,Adreno 740,12,512,Yes,6.8,Super AMOLED,720x1600,90,6000,80,No,64,8,32,32,4K@30fps,No,No,5,WiFi 6,No,Rear-mounted,Glass Front/Back,183,IP52
296,Realme,Realme Pro 296,100317,2026,Android 14,A16 Bionic,Adreno 730,12,128,Yes,6.5,IPS LCD,720x1600,90,5000,18,No,200,8,8,32,4K@30fps,No,No,5.1,WiFi 6E,No,Rear-mounted,"Glass Front, Plastic Back",228,IP67
297,Nothing,Nothing Pro 297,145192,2020,Android 14,Snapdragon 8 Gen 1,Xclipse 920,6,256,No,6.8,LTPO AMOLED,1080x2400,144,5500,45,No,48,8,8,16,4K@30fps,Yes,No,5.2,WiFi 5,Yes,Rear-mounted,Metal Frame Glass Back,226,IP68
298,Oppo,Oppo Pro 298,16875,2026,Android 14,Snapdragon 8 Gen 2,Adreno 730,8,1024,No,6.8,LTPO AMOLED,720x1600,144,5500,120,Yes,48,12,8,50,4K@30fps,No,No,5.3,WiFi 6,Yes,Rear-mounted,Metal Frame Glass Back,201,IP68
299,Oppo,Oppo Pro 299,119516,2022,Android 13,Snapdragon 8 Gen 1,Adreno 730,12,64,No,6.1,IPS LCD,1440x3200,90,4000,25,Yes,50,12,8,8,4K@30fps,No,No,5,WiFi 6,Yes,Side-mounted,Metal Frame Glass Back,202,IP67
300,Nothing,Nothing Pro 300,68718,2020,iOS 16,Dimensity 920,Mali-G710,4,64,No,6.5,LTPO AMOLED,720x1600,120,6000,45,Yes,200,16,8,16,4K@30fps,Yes,Yes,5.2,WiFi 6,Yes,Side-mounted,Glass Front/Back,162,IP53
301,OnePlus,OnePlus Pro 301,104131,2020,Android 14,Exynos 2200,Adreno 740,12,128,No,6.5,Super AMOLED,1080x2400,60,4500,25,Yes,108,16,8,32,8K@24fps,No,No,5.2,WiFi 5,No,Rear-mounted,Metal Frame Glass Back,216,IP52
302,Motorola,Motorola Pro 302,77246,2026,iOS 17,Dimensity 920,Adreno 740,6,256,No,6.5,LTPO AMOLED,720x1600,90,4000,33,Yes,200,50,8,16,1080p@60fps,Yes,No,5.2,WiFi 6,No,In-display,Metal Frame Glass Back,175,IP68
303,Nothing,Nothing Pro 303,90561,2022,iOS 17,Dimensity 920,Adreno 730,8,256,Yes,6.7,LTPO AMOLED,1440x3200,120,5500,65,Yes,50,50,8,50,4K@30fps,No,No,5.3,WiFi 6E,No,In-display,Metal Frame Glass Back,160,IP52
304,Vivo,Vivo Pro 304,102280,2026,iOS 17,Dimensity 8200,Apple GPU,12,64,Yes,6.5,OLED,1440x3200,90,4000,80,Yes,48,50,32,32,8K@24fps,No,No,5.3,WiFi 5,Yes,Rear-mounted,Glass Front/Back,232,IP52
305,Nokia,Nokia Pro 305,108999,2020,Android 14,Dimensity 8200,Adreno 740,12,128,Yes,6.5,IPS LCD,1080x2400,60,5500,65,Yes,50,8,32,50,4K@30fps,No,No,5.1,WiFi 6E,Yes,In-display,Metal Frame Glass Back,221,No Rating
306,Nothing,Nothing Pro 306,90901,2022,Android 14,Exynos 2200,Mali-G710,16,512,Yes,6.8,OLED,1440x3200,120,5500,25,Yes,108,8,32,16,4K@60fps,Yes,No,5,WiFi 6,Yes,Side-mounted,Metal Frame Glass Back,188,IP67
307,Nothing,Nothing Pro 307,67250,2026,Android 13,Dimensity 8200,Adreno 730,4,128,No,6.4,IPS LCD,1440x3200,90,4000,65,No,200,16,8,50,8K@24fps,Yes,Yes,5.1,WiFi 6E,No,Side-mounted,Metal Frame Glass Back,223,No Rating
308,Nothing,Nothing Pro 308,122235,2026,Android 13,Exynos 2200,Adreno 730,16,256,No,6.5,IPS LCD,1440x3200,90,5500,80,No,48,16,32,50,4K@60fps,No,Yes,5,WiFi 5,Yes,Rear-mounted,Metal Frame Glass Back,180,IP53
309,Nokia,Nokia Pro 309,47140,2022,iOS 17,A16 Bionic,Xclipse 920,6,512,No,6.1,OLED,720x1600,120,4500,80,Yes,108,12,32,8,4K@30fps,No,Yes,5.3,WiFi 6E,No,Rear-mounted,"Glass Front, Plastic Back",235,IP68
310,Nothing,Nothing Pro 310,73815,2022,Android 14,Dimensity 920,Adreno 740,8,256,No,6.8,AMOLED,1440x3200,120,4500,45,No,64,16,8,50,4K@30fps,No,Yes,5.3,WiFi 5,Yes,In-display,Metal Frame Glass Back,222,IP68
311,Samsung,Samsung Pro 311,105411,2022,iOS 16,Dimensity 920,Xclipse 920,12,128,Yes,6.5,OLED,720x1600,120,6000,120,No,108,50,32,32,4K@30fps,No,Yes,5,WiFi 6,Yes,In-display,Metal Frame Glass Back,198,IP53
312,Nothing,Nothing Pro 312,67523,2024,iOS 16,Snapdragon 8 Gen 2,Adreno 740,12,1024,No,6.1,AMOLED,1440x3200,60,5000,33,Yes,48,12,12,32,1080p@60fps,Yes,No,5,WiFi 6E,Yes,Side-mounted,Glass Front/Back,179,IP67
313,Xiaomi,Xiaomi Pro 313,13389,2024,Android 13,Exynos 2200,Mali-G710,6,512,No,6.7,AMOLED,720x1600,144,6000,120,Yes,108,16,12,8,8K@24fps,No,Yes,5,WiFi 6E,No,In-display,Metal Frame Glass Back,229,No Rating
314,Oppo,Oppo Pro 314,54801,2021,Android 14,Snapdragon 8 Gen 1,Xclipse 920,12,256,No,6.8,LTPO AMOLED,720x1600,144,5500,80,No,64,16,12,16,1080p@60fps,Yes,No,5.1,WiFi 6,Yes,Side-mounted,Glass Front/Back,172,IP67
315,OnePlus,OnePlus Pro 315,125002,2021,iOS 16,Snapdragon 7 Gen 1,Apple GPU,6,64,No,6.7,IPS LCD,1440x3200,120,6000,65,No,50,8,12,32,4K@30fps,Yes,Yes,5.1,WiFi 6E,No,Rear-mounted,Metal Frame Glass Back,227,No Rating
316,Apple,Apple Pro 316,23008,2024,iOS 17,Snapdragon 8 Gen 2,Adreno 740,8,1024,Yes,6.5,IPS LCD,720x1600,90,5000,65,No,64,12,12,50,1080p@60fps,Yes,Yes,5,WiFi 5,No,Side-mounted,Metal Frame Glass Back,165,IP67
317,Xiaomi,Xiaomi Pro 317,36585,2025,Android 14,Dimensity 920,Adreno 730,8,256,Yes,6.1,AMOLED,720x1600,60,5500,120,No,108,16,8,8,8K@24fps,Yes,Yes,5.3,WiFi 5,Yes,Rear-mounted,"Glass Front, Plastic Back",212,No Rating
318,Motorola,Motorola Pro 318,141334,2025,iOS 17,Snapdragon 7 Gen 1,Apple GPU,6,128,No,6.4,AMOLED,1080x2400,90,4000,33,No,50,16,8,16,4K@30fps,No,No,5.3,WiFi 6,Yes,Rear-mounted,"Glass Front, Plastic Back",177,IP52
319,Xiaomi,Xiaomi Pro 319,42540,2020,iOS 16,Dimensity 920,Adreno 730,16,128,Yes,6.5,AMOLED,1080x2400,120,5000,80,No,108,16,8,32,4K@60fps,No,No,5.3,WiFi 6,Yes,Rear-mounted,"Glass Front, Plastic Back",167,No Rating
320,Motorola,Motorola Pro 320,110708,2025,Android 13,Snapdragon 7 Gen 1,Xclipse 920,16,1024,Yes,6.8,IPS LCD,720x1600,90,6000,18,No,48,50,12,16,8K@24fps,Yes,No,5.1,WiFi 6,Yes,Rear-mounted,Metal Frame Glass Back,191,IP53
321,Nokia,Nokia Pro 321,22880,2020,Android 13,Dimensity 920,Apple GPU,16,256,Yes,6.8,LTPO AMOLED,1080x2400,120,4500,120,No,64,50,12,16,4K@30fps,No,Yes,5,WiFi 6E,No,In-display,Glass Front/Back,207,IP53
322,Xiaomi,Xiaomi Pro 322,47108,2022,iOS 16,Snapdragon 7 Gen 1,Apple GPU,8,64,Yes,6.1,IPS LCD,1440x3200,60,5000,45,Yes,48,8,8,50,1080p@60fps,Yes,Yes,5.1,WiFi 6,No,Rear-mounted,"Glass Front, Plastic Back",220,IP67
323,OnePlus,OnePlus Pro 323,135039,2024,Android 13,Dimensity 8200,Xclipse 920,12,64,Yes,6.5,AMOLED,1080x2400,144,5000,120,Yes,108,12,12,50,4K@60fps,No,Yes,5.1,WiFi 6E,No,Rear-mounted,Glass Front/Back,166,IP67
324,Nokia,Nokia Pro 324,10503,2026,Android 14,Exynos 2200,Adreno 730,12,64,No,6.7,LTPO AMOLED,1080x2400,144,4000,33,No,50,8,32,16,4K@30fps,Yes,Yes,5.1,WiFi 5,No,In-display,Glass Front/Back,192,IP67
325,Nokia,Nokia Pro 325,82652,2020,iOS 16,Dimensity 8200,Apple GPU,6,256,Yes,6.4,OLED,1440x3200,144,4500,18,No,48,12,8,50,1080p@60fps,Yes,No,5.2,WiFi 6,Yes,Rear-mounted,Glass Front/Back,238,No Rating
326,Nokia,Nokia Pro 326,57578,2020,Android 13,Dimensity 920,Adreno 730,4,64,No,6.8,LTPO AMOLED,720x1600,144,4500,120,Yes,64,50,12,32,4K@60fps,Yes,Yes,5.1,WiFi 6E,Yes,In-display,Glass Front/Back,237,IP52
327,Samsung,Samsung Pro 327,99829,2024,iOS 17,Dimensity 920,Adreno 740,12,1024,No,6.8,OLED,1440x3200,144,4000,80,No,108,50,32,16,1080p@60fps,Yes,No,5.1,WiFi 5,No,Rear-mounted,Metal Frame Glass Back,209,IP67
328,Nokia,Nokia Pro 328,111266,2024,Android 14,Snapdragon 8 Gen 2,Adreno 740,4,256,Yes,6.8,LTPO AMOLED,1080x2400,120,4000,120,No,48,16,12,8,4K@30fps,Yes,Yes,5,WiFi 5,No,In-display,Metal Frame Glass Back,203,IP68
329,Apple,Apple Pro 329,55846,2021,Android 14,Snapdragon 8 Gen 1,Apple GPU,8,64,No,6.1,Super AMOLED,720x1600,90,6000,65,Yes,64,12,8,8,4K@30fps,Yes,Yes,5.2,WiFi 6E,Yes,Side-mounted,Glass Front/Back,161,IP67
330,Nokia,Nokia Pro 330,53381,2021,iOS 17,Exynos 2200,Xclipse 920,8,64,Yes,6.1,Super AMOLED,1440x3200,90,5500,18,Yes,50,16,32,8,4K@60fps,No,No,5.1,WiFi 6E,No,Rear-mounted,"Glass Front, Plastic Back",200,No Rating
331,Samsung,Samsung Pro 331,121224,2022,iOS 16,Exynos 2200,Adreno 740,12,512,No,6.8,Super AMOLED,1440x3200,120,6000,80,Yes,64,12,32,8,4K@60fps,Yes,Yes,5.2,WiFi 6E,No,Side-mounted,"Glass Front, Plastic Back",218,IP52
332,Nothing,Nothing Pro 332,96107,2021,Android 13,Dimensity 920,Adreno 740,8,512,No,6.7,Super AMOLED,1440x3200,120,5000,18,No,48,16,8,8,4K@30fps,Yes,No,5.1,WiFi 6E,Yes,Rear-mounted,"Glass Front, Plastic Back",216,IP68
333,Samsung,Samsung Pro 333,52341,2024,Android 14,Snapdragon 7 Gen 1,Apple GPU,12,1024,Yes,6.5,LTPO AMOLED,1440x3200,120,6000,33,Yes,50,50,12,32,4K@30fps,No,No,5.1,WiFi 6E,Yes,Rear-mounted,Metal Frame Glass Back,181,IP52
334,Xiaomi,Xiaomi Pro 334,143677,2023,Android 13,Snapdragon 8 Gen 2,Adreno 730,6,256,Yes,6.7,Super AMOLED,1080x2400,144,5500,80,No,108,16,8,32,8K@24fps,Yes,Yes,5.3,WiFi 5,No,Side-mounted,Metal Frame Glass Back,209,No Rating
335,Nothing,Nothing Pro 335,65945,2020,Android 13,Dimensity 8200,Adreno 730,6,64,Yes,6.8,IPS LCD,1440x3200,60,5500,18,No,50,16,8,16,1080p@60fps,No,No,5.3,WiFi 5,Yes,Rear-mounted,"Glass Front, Plastic Back",162,IP53
336,Oppo,Oppo Pro 336,21496,2020,iOS 17,Dimensity 920,Adreno 740,6,128,No,6.4,AMOLED,720x1600,144,4500,65,Yes,200,8,8,8,8K@24fps,No,Yes,5.1,WiFi 6E,Yes,Rear-mounted,Metal Frame Glass Back,213,IP67
337,Motorola,Motorola Pro 337,33115,2026,Android 14,A16 Bionic,Apple GPU,16,64,Yes,6.1,Super AMOLED,720x1600,90,5000,45,No,108,16,12,50,1080p@60fps,Yes,No,5.2,WiFi 6,Yes,Rear-mounted,"Glass Front, Plastic Back",170,IP67
338,Xiaomi,Xiaomi Pro 338,71263,2022,Android 13,Snapdragon 8 Gen 1,Xclipse 920,8,512,No,6.8,AMOLED,1440x3200,60,6000,18,Yes,64,16,8,16,4K@60fps,No,No,5.2,WiFi 6E,No,In-display,Glass Front/Back,188,IP68
339,Vivo,Vivo Pro 339,65748,2022,Android 14,Dimensity 920,Adreno 730,4,256,Yes,6.1,AMOLED,720x1600,90,4500,45,Yes,200,8,32,32,1080p@60fps,No,No,5.1,WiFi 5,No,In-display,Metal Frame Glass Back,240,IP53
340,Vivo,Vivo Pro 340,62605,2025,Android 13,Exynos 2200,Adreno 740,8,1024,No,6.8,LTPO AMOLED,720x1600,60,4500,80,No,200,12,12,16,1080p@60fps,No,Yes,5.1,WiFi 6E,No,In-display,"Glass Front, Plastic Back",191,No Rating
341,OnePlus,OnePlus Pro 341,35183,2024,Android 13,Snapdragon 7 Gen 1,Mali-G710,4,128,Yes,6.4,AMOLED,1440x3200,120,5500,45,Yes,200,50,8,32,4K@30fps,Yes,No,5,WiFi 5,No,In-display,Metal Frame Glass Back,212,IP53
342,Realme,Realme Pro 342,147947,2024,Android 13,Snapdragon 8 Gen 2,Adreno 740,16,128,Yes,6.4,Super AMOLED,1440x3200,144,4000,18,Yes,64,50,12,32,8K@24fps,No,No,5.3,WiFi 6E,Yes,In-display,Metal Frame Glass Back,169,IP52
343,Oppo,Oppo Pro 343,124678,2025,Android 14,Dimensity 8200,Adreno 730,4,1024,No,6.1,OLED,720x1600,120,4000,25,Yes,108,50,8,8,8K@24fps,No,No,5,WiFi 6E,Yes,Side-mounted,Glass Front/Back,168,IP68
344,Apple,Apple Pro 344,57630,2025,iOS 16,Exynos 2200,Xclipse 920,16,512,Yes,6.7,IPS LCD,1440x3200,60,5500,120,No,48,50,12,50,4K@60fps,No,No,5.3,WiFi 5,Yes,Side-mounted,Glass Front/Back,179,IP68
345,Vivo,Vivo Pro 345,123316,2025,Android 14,Snapdragon 8 Gen 1,Adreno 740,16,64,Yes,6.7,OLED,720x1600,120,6000,80,Yes,200,50,32,32,4K@30fps,No,No,5.3,WiFi 5,Yes,In-display,Metal Frame Glass Back,181,No Rating
346,Realme,Realme Pro 346,147402,2026,Android 14,Dimensity 8200,Mali-G710,4,512,No,6.1,AMOLED,1080x2400,90,5000,120,Yes,64,16,8,32,4K@30fps,Yes,No,5.3,WiFi 6E,No,In-display,"Glass Front, Plastic Back",210,IP67
347,Xiaomi,Xiaomi Pro 347,86538,2026,Android 13,Snapdragon 7 Gen 1,Adreno 730,8,1024,Yes,6.5,IPS LCD,1080x2400,90,5000,65,No,48,8,12,16,4K@30fps,No,Yes,5.2,WiFi 6E,Yes,Rear-mounted,Glass Front/Back,228,IP53
348,Apple,Apple Pro 348,11486,2021,iOS 17,Snapdragon 7 Gen 1,Adreno 730,6,512,Yes,6.8,OLED,720x1600,90,6000,33,Yes,64,16,12,8,4K@30fps,Yes,No,5.3,WiFi 6E,No,Side-mounted,Metal Frame Glass Back,239,IP67
349,Nokia,Nokia Pro 349,138040,2021,iOS 17,A16 Bionic,Adreno 730,6,64,Yes,6.5,Super AMOLED,720x1600,144,6000,65,No,200,12,12,50,8K@24fps,No,Yes,5,WiFi 6E,No,In-display,Metal Frame Glass Back,197,IP67
350,Oppo,Oppo Pro 350,87730,2020,Android 13,A16 Bionic,Apple GPU,12,256,Yes,6.1,AMOLED,1440x3200,60,5000,18,Yes,108,12,32,8,8K@24fps,No,No,5.3,WiFi 6E,No,Side-mounted,"Glass Front, Plastic Back",178,No Rating
351,Vivo,Vivo Pro 351,81342,2026,iOS 16,A16 Bionic,Mali-G710,6,512,No,6.4,Super AMOLED,1440x3200,120,6000,120,No,108,12,12,32,4K@30fps,No,No,5,WiFi 6,No,Side-mounted,"Glass Front, Plastic Back",199,IP52
352,Samsung,Samsung Pro 352,145988,2020,iOS 16,A16 Bionic,Apple GPU,6,128,No,6.8,IPS LCD,1080x2400,144,6000,33,No,64,12,32,16,4K@30fps,Yes,Yes,5,WiFi 6,Yes,Rear-mounted,Glass Front/Back,225,IP53
353,OnePlus,OnePlus Pro 353,18078,2022,iOS 16,Dimensity 920,Adreno 730,8,64,No,6.7,LTPO AMOLED,720x1600,144,4500,80,No,64,16,32,8,8K@24fps,Yes,No,5.2,WiFi 6,No,In-display,Metal Frame Glass Back,232,IP52
354,Nokia,Nokia Pro 354,55454,2023,iOS 17,Snapdragon 8 Gen 1,Xclipse 920,6,1024,No,6.5,OLED,720x1600,60,6000,18,Yes,64,8,8,8,1080p@60fps,No,Yes,5.3,WiFi 6E,No,In-display,Metal Frame Glass Back,233,IP67
355,Oppo,Oppo Pro 355,68230,2020,Android 14,Dimensity 920,Adreno 740,4,512,Yes,6.4,AMOLED,1080x2400,60,4500,45,Yes,50,8,8,16,4K@30fps,No,Yes,5,WiFi 6E,Yes,In-display,Metal Frame Glass Back,194,IP68
356,Apple,Apple Pro 356,134094,2025,Android 14,Snapdragon 8 Gen 1,Adreno 730,12,64,Yes,6.4,Super AMOLED,720x1600,60,5500,65,Yes,50,16,8,8,1080p@60fps,No,No,5.3,WiFi 6E,No,Side-mounted,"Glass Front, Plastic Back",226,No Rating
357,Motorola,Motorola Pro 357,16236,2022,iOS 16,Dimensity 8200,Xclipse 920,4,128,Yes,6.1,OLED,1080x2400,60,6000,33,Yes,64,12,8,16,1080p@60fps,Yes,Yes,5,WiFi 5,No,Side-mounted,Glass Front/Back,222,IP67
358,Realme,Realme Pro 358,74325,2026,Android 13,Snapdragon 8 Gen 1,Adreno 740,6,256,Yes,6.7,IPS LCD,720x1600,60,5000,45,Yes,200,16,12,50,4K@60fps,Yes,Yes,5.3,WiFi 5,No,Rear-mounted,Glass Front/Back,173,IP53
359,Samsung,Samsung Pro 359,128583,2023,Android 14,Dimensity 920,Adreno 740,12,64,No,6.5,Super AMOLED,720x1600,60,5500,33,Yes,64,8,32,8,4K@30fps,No,No,5,WiFi 5,No,Rear-mounted,"Glass Front, Plastic Back",202,IP68
360,Nokia,Nokia Pro 360,27837,2022,Android 14,Snapdragon 7 Gen 1,Adreno 740,12,128,No,6.7,LTPO AMOLED,1080x2400,90,4500,80,Yes,200,16,8,8,4K@30fps,Yes,Yes,5.2,WiFi 6,No,Side-mounted,"Glass Front, Plastic Back",172,No Rating
361,Vivo,Vivo Pro 361,28567,2024,iOS 17,Snapdragon 8 Gen 1,Xclipse 920,6,64,No,6.8,Super AMOLED,1440x3200,144,5500,25,Yes,48,16,8,50,1080p@60fps,No,Yes,5,WiFi 6,Yes,Rear-mounted,Glass Front/Back,219,IP67
362,Xiaomi,Xiaomi Pro 362,66361,2020,iOS 17,Dimensity 8200,Adreno 730,4,512,No,6.8,OLED,1080x2400,90,6000,25,No,48,50,32,50,8K@24fps,No,Yes,5.3,WiFi 5,Yes,Side-mounted,Glass Front/Back,177,IP52
363,Nothing,Nothing Pro 363,127373,2023,Android 13,Exynos 2200,Adreno 740,16,512,Yes,6.1,OLED,1080x2400,60,6000,120,Yes,50,8,12,50,4K@60fps,No,No,5.2,WiFi 6E,No,In-display,Metal Frame Glass Back,165,IP68
364,Nothing,Nothing Pro 364,70288,2026,iOS 16,Snapdragon 7 Gen 1,Mali-G710,8,1024,No,6.8,AMOLED,720x1600,90,4000,33,No,200,50,8,8,1080p@60fps,No,Yes,5,WiFi 5,No,In-display,Glass Front/Back,193,IP68
365,Realme,Realme Pro 365,57783,2026,Android 14,Snapdragon 8 Gen 1,Adreno 730,16,128,No,6.4,Super AMOLED,1440x3200,144,4000,25,No,64,16,32,16,4K@30fps,Yes,No,5.3,WiFi 6E,No,Rear-mounted,Metal Frame Glass Back,180,No Rating
366,Realme,Realme Pro 366,43356,2024,Android 14,Snapdragon 8 Gen 2,Adreno 730,6,1024,No,6.7,Super AMOLED,720x1600,120,5000,25,Yes,200,12,8,32,4K@60fps,No,Yes,5,WiFi 6E,No,Rear-mounted,Glass Front/Back,227,IP68
367,Motorola,Motorola Pro 367,112952,2023,iOS 17,Snapdragon 7 Gen 1,Xclipse 920,16,512,Yes,6.5,OLED,1080x2400,60,4500,120,No,48,12,8,50,1080p@60fps,No,Yes,5.3,WiFi 6,Yes,Side-mounted,Metal Frame Glass Back,225,No Rating
368,Oppo,Oppo Pro 368,106450,2021,iOS 16,A16 Bionic,Adreno 740,16,128,Yes,6.1,IPS LCD,720x1600,60,6000,80,Yes,64,8,32,8,4K@60fps,Yes,Yes,5.3,WiFi 6E,Yes,Side-mounted,"Glass Front, Plastic Back",182,IP67
369,Realme,Realme Pro 369,86258,2026,iOS 17,Dimensity 8200,Xclipse 920,8,256,No,6.5,OLED,720x1600,120,4500,65,No,48,8,12,32,1080p@60fps,No,No,5.3,WiFi 6E,No,Rear-mounted,Glass Front/Back,177,IP68
370,Vivo,Vivo Pro 370,114630,2021,iOS 16,Dimensity 920,Apple GPU,6,256,Yes,6.1,OLED,720x1600,144,5000,120,Yes,200,16,12,50,8K@24fps,Yes,Yes,5.3,WiFi 6E,No,In-display,"Glass Front, Plastic Back",160,IP52
371,OnePlus,OnePlus Pro 371,9707,2021,Android 14,Snapdragon 7 Gen 1,Adreno 730,4,1024,No,6.1,Super AMOLED,1440x3200,60,6000,25,Yes,50,8,32,32,4K@60fps,Yes,No,5.2,WiFi 5,Yes,Side-mounted,"Glass Front, Plastic Back",179,IP68
372,OnePlus,OnePlus Pro 372,140671,2023,Android 13,Snapdragon 7 Gen 1,Adreno 730,6,128,Yes,6.1,IPS LCD,720x1600,90,5000,65,Yes,200,12,32,8,4K@60fps,Yes,Yes,5.3,WiFi 6E,Yes,In-display,Metal Frame Glass Back,217,IP52
373,OnePlus,OnePlus Pro 373,59019,2021,iOS 17,Dimensity 920,Adreno 730,6,128,No,6.8,LTPO AMOLED,720x1600,144,5000,120,No,50,8,8,50,4K@30fps,Yes,Yes,5,WiFi 6E,No,Side-mounted,Metal Frame Glass Back,214,IP52
374,Realme,Realme Pro 374,53904,2020,Android 14,A16 Bionic,Apple GPU,8,128,No,6.5,OLED,1080x2400,120,5000,25,Yes,64,16,12,16,4K@30fps,Yes,No,5.2,WiFi 6,Yes,Rear-mounted,Metal Frame Glass Back,190,IP67
375,Samsung,Samsung Pro 375,27360,2024,iOS 16,Snapdragon 8 Gen 1,Adreno 730,12,512,Yes,6.7,IPS LCD,1440x3200,60,5000,120,Yes,108,16,12,32,4K@30fps,No,Yes,5.1,WiFi 6,Yes,Side-mounted,Metal Frame Glass Back,234,IP67
376,Realme,Realme Pro 376,78306,2022,iOS 16,Dimensity 920,Adreno 740,8,128,Yes,6.5,OLED,720x1600,90,5500,25,No,200,50,8,50,4K@30fps,Yes,Yes,5.2,WiFi 5,Yes,Rear-mounted,Metal Frame Glass Back,221,IP53
377,Nokia,Nokia Pro 377,84234,2020,Android 13,Snapdragon 7 Gen 1,Mali-G710,4,512,No,6.7,IPS LCD,1440x3200,144,5000,33,Yes,50,12,12,8,4K@60fps,No,No,5.2,WiFi 6,Yes,Rear-mounted,"Glass Front, Plastic Back",197,IP68
378,Xiaomi,Xiaomi Pro 378,75356,2021,iOS 17,A16 Bionic,Mali-G710,6,512,No,6.5,AMOLED,720x1600,90,5500,120,No,108,16,12,8,4K@30fps,No,No,5.2,WiFi 6,Yes,Rear-mounted,Metal Frame Glass Back,197,IP52
379,Apple,Apple Pro 379,148929,2024,iOS 16,Snapdragon 8 Gen 1,Adreno 730,8,1024,Yes,6.7,Super AMOLED,1440x3200,60,5500,65,Yes,50,16,12,32,4K@60fps,No,No,5.2,WiFi 5,No,In-display,Glass Front/Back,222,IP68
380,Samsung,Samsung Pro 380,127741,2021,iOS 16,Dimensity 920,Adreno 740,12,512,No,6.4,OLED,720x1600,120,6000,18,Yes,50,16,32,16,8K@24fps,Yes,No,5,WiFi 5,Yes,In-display,Metal Frame Glass Back,179,No Rating
381,Nokia,Nokia Pro 381,92555,2020,Android 14,Snapdragon 8 Gen 2,Xclipse 920,16,128,No,6.7,AMOLED,1080x2400,60,6000,18,Yes,48,50,12,16,4K@60fps,No,Yes,5.2,WiFi 5,No,Side-mounted,"Glass Front, Plastic Back",193,IP68
382,Xiaomi,Xiaomi Pro 382,129614,2025,iOS 16,Snapdragon 8 Gen 1,Adreno 730,12,512,Yes,6.8,OLED,1080x2400,60,5500,25,No,64,50,32,50,4K@30fps,Yes,Yes,5.2,WiFi 5,No,In-display,Glass Front/Back,223,IP52
383,Realme,Realme Pro 383,63308,2021,Android 14,Dimensity 920,Mali-G710,8,256,No,6.1,AMOLED,720x1600,90,5000,33,Yes,108,16,8,50,4K@30fps,No,No,5.1,WiFi 5,Yes,Side-mounted,Glass Front/Back,187,No Rating
384,Vivo,Vivo Pro 384,37073,2022,iOS 17,Snapdragon 8 Gen 2,Mali-G710,6,256,No,6.5,AMOLED,1440x3200,60,6000,45,No,64,12,8,16,1080p@60fps,Yes,No,5,WiFi 6E,No,Side-mounted,Metal Frame Glass Back,219,IP67
385,Oppo,Oppo Pro 385,149652,2026,iOS 17,Dimensity 920,Adreno 740,4,1024,Yes,6.7,IPS LCD,1080x2400,144,5000,18,Yes,50,50,12,32,4K@30fps,No,Yes,5,WiFi 6,Yes,Rear-mounted,Glass Front/Back,223,No Rating
386,Oppo,Oppo Pro 386,113750,2022,Android 14,Snapdragon 8 Gen 1,Xclipse 920,8,128,Yes,6.7,LTPO AMOLED,1440x3200,144,4000,33,No,64,8,12,32,8K@24fps,No,Yes,5.2,WiFi 5,No,Side-mounted,"Glass Front, Plastic Back",215,IP68
387,Samsung,Samsung Pro 387,47127,2022,iOS 16,Snapdragon 7 Gen 1,Mali-G710,4,256,No,6.1,LTPO AMOLED,720x1600,90,6000,45,Yes,64,12,12,50,1080p@60fps,No,Yes,5.2,WiFi 6,Yes,In-display,Glass Front/Back,171,IP53
388,Nokia,Nokia Pro 388,51569,2026,Android 13,Dimensity 920,Adreno 740,16,64,No,6.4,IPS LCD,720x1600,144,4000,80,Yes,48,50,8,32,4K@60fps,No,Yes,5,WiFi 6E,No,Rear-mounted,"Glass Front, Plastic Back",166,No Rating
389,Motorola,Motorola Pro 389,56777,2021,iOS 17,Snapdragon 7 Gen 1,Xclipse 920,4,512,Yes,6.5,Super AMOLED,1080x2400,120,4000,80,No,64,50,12,8,8K@24fps,Yes,Yes,5.2,WiFi 6E,Yes,In-display,Glass Front/Back,186,IP68
